Company,Frequency,Fiscal,Period Ending,Revenue,Currency,Fiscal_period
NBIO,quarterly,Q2 2022,"Sep '21 Sep 30, 2021",-,Financials in USD,Fiscal year is April - March
NBIO,quarterly,Q1 2022,"Jun '21 Jun 30, 2021",-,Financials in USD,Fiscal year is April - March
NBIO,quarterly,Q4 2021,"Mar '21 Mar 31, 2021","750,000",Financials in USD,Fiscal year is April - March
NBIO,quarterly,Q3 2021,"Dec '20 Dec 31, 2020",-,Financials in USD,Fiscal year is April - March
NBIO,quarterly,Q2 2021,"Sep '20 Sep 30, 2020",-,Financials in USD,Fiscal year is April - March
NBIO,quarterly,Q1 2021,"Jun '20 Jun 30, 2020",-,Financials in USD,Fiscal year is April - March
NBIO,quarterly,Q4 2020,"Mar '20 Mar 31, 2020",-,Financials in USD,Fiscal year is April - March
NBIO,quarterly,Q3 2020,"Dec '19 Dec 31, 2019",-,Financials in USD,Fiscal year is April - March
NBIO,quarterly,Q2 2020,"Sep '19 Sep 30, 2019",-,Financials in USD,Fiscal year is April - March
NBIO,quarterly,+20 Quarters,+20 Quarters,Upgrade,Financials in USD,Fiscal year is April - March
NBIO,quarterly,Currency,,Financials in USD,Financials in USD,Fiscal year is April - March
NBIO,quarterly,Fiscal_Year_period,,Fiscal year is April - March,Financials in USD,Fiscal year is April - March
NDOI,annual,TTM,"Sep '24 Sep 30, 2024","1,790,377,000",Financials in USD,Fiscal year is January - December
NDOI,annual,FY 2023,"Dec '23 Dec 31, 2023","2,011,518,000",Financials in USD,Fiscal year is January - December
NDOI,annual,FY 2022,"Dec '22 Dec 31, 2022","2,318,875,000",Financials in USD,Fiscal year is January - December
NDOI,annual,FY 2021,"Dec '21 Dec 31, 2021","2,993,206,000",Financials in USD,Fiscal year is January - December
NDOI,annual,FY 2020,"Dec '20 Dec 31, 2020","2,903,074,000",Financials in USD,Fiscal year is January - December
NDOI,annual,FY 2019,"Dec '19 Dec 31, 2019","2,914,364,000",Financials in USD,Fiscal year is January - December
NDOI,annual,2018 - 2014,2018 - 2014,Upgrade,Financials in USD,Fiscal year is January - December
NDOI,annual,Currency,,Financials in USD,Financials in USD,Fiscal year is January - December
NDOI,annual,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
NDOI,quarterly,Q3 2024,"Sep '24 Sep 30, 2024","426,506,000",Financials in USD,Fiscal year is January - December
NDOI,quarterly,Q2 2024,"Jun '24 Jun 30, 2024","446,630,000",Financials in USD,Fiscal year is January - December
NDOI,quarterly,Q1 2024,"Mar '24 Mar 31, 2024","419,507,000",Financials in USD,Fiscal year is January - December
NDOI,quarterly,Q4 2023,"Dec '23 Dec 31, 2023","497,734,000",Financials in USD,Fiscal year is January - December
NDOI,quarterly,Q3 2023,"Sep '23 Sep 30, 2023","451,665,000",Financials in USD,Fiscal year is January - December
NDOI,quarterly,Q2 2023,"Jun '23 Jun 30, 2023","546,852,000",Financials in USD,Fiscal year is January - December
NDOI,quarterly,Q1 2023,"Mar '23 Mar 31, 2023","515,267,000",Financials in USD,Fiscal year is January - December
NDOI,quarterly,Q4 2022,"Dec '22 Dec 31, 2022","555,812,000",Financials in USD,Fiscal year is January - December
NDOI,quarterly,Q3 2022,"Sep '22 Sep 30, 2022","541,690,000",Financials in USD,Fiscal year is January - December
NDOI,quarterly,Q2 2022,"Jun '22 Jun 30, 2022","569,114,000",Financials in USD,Fiscal year is January - December
NDOI,quarterly,Q1 2022,"Mar '22 Mar 31, 2022","652,259,000",Financials in USD,Fiscal year is January - December
NDOI,quarterly,Q4 2021,"Dec '21 Dec 31, 2021","789,429,000",Financials in USD,Fiscal year is January - December
NDOI,quarterly,Q3 2021,"Sep '21 Sep 30, 2021","772,028,000",Financials in USD,Fiscal year is January - December
NDOI,quarterly,Q2 2021,"Jun '21 Jun 30, 2021","713,830,000",Financials in USD,Fiscal year is January - December
NDOI,quarterly,Q1 2021,"Mar '21 Mar 31, 2021","717,919,000",Financials in USD,Fiscal year is January - December
NDOI,quarterly,Q4 2020,"Dec '20 Dec 31, 2020","760,221,000",Financials in USD,Fiscal year is January - December
NDOI,quarterly,Q3 2020,"Sep '20 Sep 30, 2020","634,860,000",Financials in USD,Fiscal year is January - December
NDOI,quarterly,Q2 2020,"Jun '20 Jun 30, 2020","687,588,000",Financials in USD,Fiscal year is January - December
NDOI,quarterly,Q1 2020,"Mar '20 Mar 31, 2020","820,405,000",Financials in USD,Fiscal year is January - December
NDOI,quarterly,Q4 2019,"Dec '19 Dec 31, 2019","764,800,000",Financials in USD,Fiscal year is January - December
NDOI,quarterly,+20 Quarters,+20 Quarters,Upgrade,Financials in USD,Fiscal year is January - December
NDOI,quarterly,Currency,,Financials in USD,Financials in USD,Fiscal year is January - December
NDOI,quarterly,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
NIKA,quarterly,Q3 2024,"Sep '24 Sep 30, 2024",-,Financials in USD,Fiscal year is January - December
NIKA,quarterly,Q2 2024,"Jun '24 Jun 30, 2024",156,Financials in USD,Fiscal year is January - December
NIKA,quarterly,Q1 2024,"Mar '24 Mar 31, 2024",-,Financials in USD,Fiscal year is January - December
NIKA,quarterly,Q4 2023,"Dec '23 Dec 31, 2023",-,Financials in USD,Fiscal year is January - December
NIKA,quarterly,Q3 2023,"Sep '23 Sep 30, 2023",-,Financials in USD,Fiscal year is January - December
NIKA,quarterly,Q2 2023,"Jun '23 Jun 30, 2023",-,Financials in USD,Fiscal year is January - December
NIKA,quarterly,Q1 2023,"Mar '23 Mar 31, 2023",-,Financials in USD,Fiscal year is January - December
NIKA,quarterly,Q4 2022,"Dec '22 Dec 31, 2022",-,Financials in USD,Fiscal year is January - December
NIKA,quarterly,Q3 2022,"Sep '22 Sep 30, 2022",-,Financials in USD,Fiscal year is January - December
NIKA,quarterly,Q2 2022,"Jun '22 Jun 30, 2022",-,Financials in USD,Fiscal year is January - December
NIKA,quarterly,Q1 2022,"Mar '22 Mar 31, 2022",-,Financials in USD,Fiscal year is January - December
NIKA,quarterly,Q4 2021,"Dec '21 Dec 31, 2021",-,Financials in USD,Fiscal year is January - December
NIKA,quarterly,Q3 2021,"Sep '21 Sep 30, 2021",-,Financials in USD,Fiscal year is January - December
NIKA,quarterly,Q2 2021,"Jun '21 Jun 30, 2021",-,Financials in USD,Fiscal year is January - December
NIKA,quarterly,Q1 2021,"Mar '21 Mar 31, 2021",-,Financials in USD,Fiscal year is January - December
NIKA,quarterly,Q4 2020,"Dec '20 Dec 31, 2020",-,Financials in USD,Fiscal year is January - December
NIKA,quarterly,Q3 2020,"Sep '20 Sep 30, 2020",-,Financials in USD,Fiscal year is January - December
NIKA,quarterly,Currency,,Financials in USD,Financials in USD,Fiscal year is January - December
NIKA,quarterly,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
NPHC,annual,TTM,"Sep '22 Sep 30, 2022","247,767",Financials in USD,Fiscal year is January - December
NPHC,annual,FY 2021,"Dec '21 Dec 31, 2021","97,735",Financials in USD,Fiscal year is January - December
NPHC,annual,FY 2020,"Dec '20 Dec 31, 2020","51,897",Financials in USD,Fiscal year is January - December
NPHC,annual,FY 2019,"Dec '19 Dec 31, 2019","104,393",Financials in USD,Fiscal year is January - December
NPHC,annual,FY 2018,"Dec '18 Dec 31, 2018","130,596",Financials in USD,Fiscal year is January - December
NPHC,annual,FY 2017,"Dec '17 Dec 31, 2017","120,979",Financials in USD,Fiscal year is January - December
NPHC,annual,2016 - 2012,2016 - 2012,Upgrade,Financials in USD,Fiscal year is January - December
NPHC,annual,Currency,,Financials in USD,Financials in USD,Fiscal year is January - December
NPHC,annual,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
NPHC,quarterly,Q3 2022,"Sep '22 Sep 30, 2022","109,204",Financials in USD,Fiscal year is January - December
NPHC,quarterly,Q2 2022,"Jun '22 Jun 30, 2022","90,378",Financials in USD,Fiscal year is January - December
NPHC,quarterly,Q1 2022,"Mar '22 Mar 31, 2022","22,198",Financials in USD,Fiscal year is January - December
NPHC,quarterly,Q4 2021,"Dec '21 Dec 31, 2021","25,987",Financials in USD,Fiscal year is January - December
NPHC,quarterly,Q3 2021,"Sep '21 Sep 30, 2021","19,266",Financials in USD,Fiscal year is January - December
NPHC,quarterly,Q2 2021,"Jun '21 Jun 30, 2021","30,459",Financials in USD,Fiscal year is January - December
NPHC,quarterly,Q1 2021,"Mar '21 Mar 31, 2021","22,023",Financials in USD,Fiscal year is January - December
NPHC,quarterly,Q4 2020,"Dec '20 Dec 31, 2020","15,169",Financials in USD,Fiscal year is January - December
NPHC,quarterly,Q3 2020,"Sep '20 Sep 30, 2020","13,372",Financials in USD,Fiscal year is January - December
NPHC,quarterly,Q2 2020,"Jun '20 Jun 30, 2020","6,240",Financials in USD,Fiscal year is January - December
NPHC,quarterly,Q1 2020,"Mar '20 Mar 31, 2020","17,116",Financials in USD,Fiscal year is January - December
NPHC,quarterly,Q4 2019,"Dec '19 Dec 31, 2019","10,894",Financials in USD,Fiscal year is January - December
NPHC,quarterly,Q3 2019,"Sep '19 Sep 30, 2019","41,962",Financials in USD,Fiscal year is January - December
NPHC,quarterly,Q2 2019,"Jun '19 Jun 30, 2019","10,215",Financials in USD,Fiscal year is January - December
NPHC,quarterly,Q1 2019,"Mar '19 Mar 31, 2019","41,322",Financials in USD,Fiscal year is January - December
NPHC,quarterly,Q4 2018,"Dec '18 Dec 31, 2018","26,273",Financials in USD,Fiscal year is January - December
NPHC,quarterly,Q3 2018,"Sep '18 Sep 30, 2018","43,966",Financials in USD,Fiscal year is January - December
NPHC,quarterly,Q2 2018,"Jun '18 Jun 30, 2018","29,381",Financials in USD,Fiscal year is January - December
NPHC,quarterly,Q1 2018,"Mar '18 Mar 31, 2018","32,476",Financials in USD,Fiscal year is January - December
NPHC,quarterly,Q4 2017,"Dec '17 Dec 31, 2017","32,772",Financials in USD,Fiscal year is January - December
NPHC,quarterly,+20 Quarters,+20 Quarters,Upgrade,Financials in USD,Fiscal year is January - December
NPHC,quarterly,Currency,,Financials in USD,Financials in USD,Fiscal year is January - December
NPHC,quarterly,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
NTBLQ,annual,TTM,"Jun '24 Jun 30, 2024","313,000",Financials in USD,Fiscal year is January - December
NTBLQ,annual,FY 2023,"Dec '23 Dec 31, 2023","310,000",Financials in USD,Fiscal year is January - December
NTBLQ,annual,FY 2022,"Dec '22 Dec 31, 2022","8,000",Financials in USD,Fiscal year is January - December
NTBLQ,annual,FY 2021,"Dec '21 Dec 31, 2021","285,000",Financials in USD,Fiscal year is January - December
NTBLQ,annual,Currency,,Financials in USD,Financials in USD,Fiscal year is January - December
NTBLQ,annual,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
NTBLQ,quarterly,Q2 2024,"Jun '24 Jun 30, 2024","2,000",Financials in USD,Fiscal year is January - December
NTBLQ,quarterly,Q1 2024,"Mar '24 Mar 31, 2024","1,000",Financials in USD,Fiscal year is January - December
NTBLQ,quarterly,Q4 2023,"Dec '23 Dec 31, 2023","188,000",Financials in USD,Fiscal year is January - December
NTBLQ,quarterly,Q3 2023,"Sep '23 Sep 30, 2023","122,000",Financials in USD,Fiscal year is January - December
NTBLQ,quarterly,Q2 2023,"Jun '23 Jun 30, 2023",-,Financials in USD,Fiscal year is January - December
NTBLQ,quarterly,Q1 2023,"Mar '23 Mar 31, 2023",-,Financials in USD,Fiscal year is January - December
NTBLQ,quarterly,Q4 2022,"Dec '22 Dec 31, 2022","8,000",Financials in USD,Fiscal year is January - December
NTBLQ,quarterly,Q3 2022,"Sep '22 Sep 30, 2022",-,Financials in USD,Fiscal year is January - December
NTBLQ,quarterly,Q2 2022,"Jun '22 Jun 30, 2022",-,Financials in USD,Fiscal year is January - December
NTBLQ,quarterly,Q1 2022,"Mar '22 Mar 31, 2022",-,Financials in USD,Fiscal year is January - December
NTBLQ,quarterly,Currency,,Financials in USD,Financials in USD,Fiscal year is January - December
NTBLQ,quarterly,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
NTRR,annual,TTM,"Apr '24 Apr 30, 2024","66,067",Financials in USD,Fiscal year is February - January
NTRR,annual,FY 2024,"Jan '24 Jan 31, 2024","39,534",Financials in USD,Fiscal year is February - January
NTRR,annual,FY 2023,"Jan '23 Jan 31, 2023","67,996",Financials in USD,Fiscal year is February - January
NTRR,annual,FY 2022,"Jan '22 Jan 31, 2022","92,014",Financials in USD,Fiscal year is February - January
NTRR,annual,FY 2021,"Jan '21 Jan 31, 2021","9,687",Financials in USD,Fiscal year is February - January
NTRR,annual,FY 2020,"Jan '20 Jan 31, 2020","6,395",Financials in USD,Fiscal year is February - January
NTRR,annual,2019 - 2015,2019 - 2015,Upgrade,Financials in USD,Fiscal year is February - January
NTRR,annual,Currency,,Financials in USD,Financials in USD,Fiscal year is February - January
NTRR,annual,Fiscal_Year_period,,Fiscal year is February - January,Financials in USD,Fiscal year is February - January
NTRR,quarterly,Q1 2025,"Apr '24 Apr 30, 2024","32,375",Financials in USD,Fiscal year is February - January
NTRR,quarterly,Q4 2024,"Jan '24 Jan 31, 2024","28,056",Financials in USD,Fiscal year is February - January
NTRR,quarterly,Q3 2024,"Oct '23 Oct 31, 2023","1,311",Financials in USD,Fiscal year is February - January
NTRR,quarterly,Q2 2024,"Jul '23 Jul 31, 2023","4,325",Financials in USD,Fiscal year is February - January
NTRR,quarterly,Q1 2024,"Apr '23 Apr 30, 2023","5,842",Financials in USD,Fiscal year is February - January
NTRR,quarterly,Q4 2023,"Jan '23 Jan 31, 2023","5,919",Financials in USD,Fiscal year is February - January
NTRR,quarterly,Q3 2023,"Oct '22 Oct 31, 2022","23,383",Financials in USD,Fiscal year is February - January
NTRR,quarterly,Q2 2023,"Jul '22 Jul 31, 2022","29,032",Financials in USD,Fiscal year is February - January
NTRR,quarterly,Q1 2023,"Apr '22 Apr 30, 2022","9,662",Financials in USD,Fiscal year is February - January
NTRR,quarterly,Q4 2022,"Jan '22 Jan 31, 2022","38,383",Financials in USD,Fiscal year is February - January
NTRR,quarterly,Q3 2022,"Oct '21 Oct 31, 2021","26,271",Financials in USD,Fiscal year is February - January
NTRR,quarterly,Q2 2022,"Jul '21 Jul 31, 2021","15,807",Financials in USD,Fiscal year is February - January
NTRR,quarterly,Q1 2022,"Apr '21 Apr 30, 2021","11,553",Financials in USD,Fiscal year is February - January
NTRR,quarterly,Q4 2021,"Jan '21 Jan 31, 2021","2,220",Financials in USD,Fiscal year is February - January
NTRR,quarterly,Q3 2021,"Oct '20 Oct 31, 2020",726,Financials in USD,Fiscal year is February - January
NTRR,quarterly,Q2 2021,"Jul '20 Jul 31, 2020","3,705",Financials in USD,Fiscal year is February - January
NTRR,quarterly,Q1 2021,"Apr '20 Apr 30, 2020","3,036",Financials in USD,Fiscal year is February - January
NTRR,quarterly,Q4 2020,"Jan '20 Jan 31, 2020","6,395",Financials in USD,Fiscal year is February - January
NTRR,quarterly,Q3 2020,"Oct '19 Oct 31, 2019",-,Financials in USD,Fiscal year is February - January
NTRR,quarterly,Q2 2020,"Jul '19 Jul 31, 2019",-,Financials in USD,Fiscal year is February - January
NTRR,quarterly,+20 Quarters,+20 Quarters,Upgrade,Financials in USD,Fiscal year is February - January
NTRR,quarterly,Currency,,Financials in USD,Financials in USD,Fiscal year is February - January
NTRR,quarterly,Fiscal_Year_period,,Fiscal year is February - January,Financials in USD,Fiscal year is February - January
NWBO,annual,TTM,"Sep '24 Sep 30, 2024","1,596,000",Financials in USD,Fiscal year is January - December
NWBO,annual,FY 2023,"Dec '23 Dec 31, 2023","1,932,000",Financials in USD,Fiscal year is January - December
NWBO,annual,FY 2022,"Dec '22 Dec 31, 2022","1,683,000",Financials in USD,Fiscal year is January - December
NWBO,annual,FY 2021,"Dec '21 Dec 31, 2021","1,005,000",Financials in USD,Fiscal year is January - December
NWBO,annual,FY 2020,"Dec '20 Dec 31, 2020","1,291,000",Financials in USD,Fiscal year is January - December
NWBO,annual,FY 2019,"Dec '19 Dec 31, 2019","2,410,000",Financials in USD,Fiscal year is January - December
NWBO,annual,2018 - 2014,2018 - 2014,Upgrade,Financials in USD,Fiscal year is January - December
NWBO,annual,Currency,,Financials in USD,Financials in USD,Fiscal year is January - December
NWBO,annual,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
NWBO,quarterly,Q3 2024,"Sep '24 Sep 30, 2024","357,000",Financials in USD,Fiscal year is January - December
NWBO,quarterly,Q2 2024,"Jun '24 Jun 30, 2024","510,000",Financials in USD,Fiscal year is January - December
NWBO,quarterly,Q1 2024,"Mar '24 Mar 31, 2024","284,000",Financials in USD,Fiscal year is January - December
NWBO,quarterly,Q4 2023,"Dec '23 Dec 31, 2023","445,000",Financials in USD,Fiscal year is January - December
NWBO,quarterly,Q3 2023,"Sep '23 Sep 30, 2023","406,000",Financials in USD,Fiscal year is January - December
NWBO,quarterly,Q2 2023,"Jun '23 Jun 30, 2023","201,000",Financials in USD,Fiscal year is January - December
NWBO,quarterly,Q1 2023,"Mar '23 Mar 31, 2023","880,000",Financials in USD,Fiscal year is January - December
NWBO,quarterly,Q4 2022,"Dec '22 Dec 31, 2022","597,000",Financials in USD,Fiscal year is January - December
NWBO,quarterly,Q3 2022,"Sep '22 Sep 30, 2022","206,000",Financials in USD,Fiscal year is January - December
NWBO,quarterly,Q2 2022,"Jun '22 Jun 30, 2022","477,000",Financials in USD,Fiscal year is January - December
NWBO,quarterly,Q1 2022,"Mar '22 Mar 31, 2022","403,000",Financials in USD,Fiscal year is January - December
NWBO,quarterly,Q4 2021,"Dec '21 Dec 31, 2021",-,Financials in USD,Fiscal year is January - December
NWBO,quarterly,Q3 2021,"Sep '21 Sep 30, 2021","350,000",Financials in USD,Fiscal year is January - December
NWBO,quarterly,Q2 2021,"Jun '21 Jun 30, 2021","416,000",Financials in USD,Fiscal year is January - December
